title,description,issue,volume,series,publisher,date,creators,format,value
N/A,Regular Andrea Sorrentino Cover,50A,2,Old Man Logan,Marvel Comics,2019-01-19,Ed Brisson | Ibraim Roberson,,0
N/A,Regular Shane Davis Cover,1A,2 Annual,Old Man Logan,Marvel Comics,2019-01-19,Ed Brisson | Ryan Cady | Hayden Sherman,,0
N/A,N/A,1,1,Once & Future,Boom! Studios,2019-08-15,Kieron Gillen | Dan Mora,,0
N/A,N/A,2,1,Once & Future,Boom! Studios,2019-09-20,Kieron Gillen | Dan Mora,,0
N/A,N/A,3,1,Once & Future,Boom! Studios,2019-11-05,Kieron Gillen | Dan Mora,,0
N/A,N/A,4,1,Once & Future,Boom! Studios,2019-11-22,Kieron Gillen | Dan Mora,,0
N/A,N/A,5,1,Once & Future,Boom! Studios,2019-12-22,Kieron Gillen | Dan Mora,,0
N/A,N/A,6A,1,Once & Future,Boom! Studios,2020-02-23,Kieron Gillen | Dan Mora,,0
N/A,2nd Printing,8B,1,Once & Future,Boom! Studios,2021-06-14,Kieron Gillen | Dan Mora,,0
N/A,Regular Dan Mora Cover,15A,1,Once & Future,Boom! Studios,2021-06-14,Kieron Gillen | Dan Mora,,0
N/A,Regular Dan Mora Cover,16A,1,Once & Future,Boom! Studios,2021-06-14,Kieron Gillen | Dan Mora,,0
N/A,Regular Dan Mora Cover,17A,1,Once & Future,Boom! Studios,2021-06-14,Kieron Gillen | Dan Mora,,0
N/A,Regular Dan Mora Cover,18A,1,Once & Future,Boom! Studios,2021-06-14,Kieron Gillen | Dan Mora,,0
N/A,Regular Dan Mora Cover,19A,1,Once & Future,Boom! Studios,2021-09-17,Kieron Gillen | Dan Mora,,0
N/A,Regular Dan Mora Cover,20A,1,Once & Future,Boom! Studios,2021-09-24,Kieron Gillen | Dan Mora,,0
N/A,N/A,21A,1,Once & Future,Boom! Studios,2021-11-03,Kieron Gillen | Dan Mora,,0
Walt Flanagan's Dog,N/A,1,1,Oni Double Feature,Oni Press,2014-02-23,Evan Dorkin | Jacob Pander | Arnold Pander,,0
Onslaught - With Great Power...,N/A,1,1,Onslaught: Marvel Universe,Marvel Comics,2014-02-23,Scott Lobdell | Mark Waid | Joe Bennett,,0
N/A,N/A,TP,1,Origin,Marvel Comics,2014-02-23,Bill Jemas | Joe Quesada | Paul Jenkins,,0
N/A,Regular Adam Kubert Cover,1A,1,Origin II,Marvel Comics,2014-02-23,Kieron Gillen | Adam Kubert,,0
Original Sin - Who Is the Watcher?,Regular Jim Cheung Cover,0A,1,Original Sin,Marvel Comics,2014-05-03,Mark Waid | Paco Medina | Jim Cheung,,0
Original Sin - No One is Watching,Regular Julian Totino Tedesco Cover,1A,1,Original Sin,Marvel Comics,2014-05-14,Jason Aaron | Mike Deodato Jr.,,0
Original Sin - Bomb Full of Secrets,Regular Julian Totino Tedesco Cover,2A,1,Original Sin,Marvel Comics,2014-05-25,Jason Aaron | Mike Deodato Jr.,,0
"Original Sin - Hulk vs. Iron Man, Part One",Regular J.G. Jones Cover,3.1A,1,Original Sin,Marvel Comics,2014-07-16,Mark Waid | Kieron Gillen | Mark Bagley,,0
Original Sin - Hulk vs. Iron Man,N/A,3.2,1,Original Sin,Marvel Comics,2014-07-20,Mark Waid | Kieron Gillen | Luke Ross,,0
Original Sin - Hulk vs. Iron Man,N/A,3.3,1,Original Sin,Marvel Comics,2014-09-01,Mark Waid | Kieron Gillen | Mark Bagley,,0
Original Sin - Hulk vs. Iron Man,N/A,3.4,1,Original Sin,Marvel Comics,2014-08-16,Mark Waid | Kieron Gillen | Luke Ross,,0
"Original Sin - Trust No One, Not Even Yourself",Regular Julian Totino Tedesco Cover,3A,1,Original Sin,Marvel Comics,2014-07-20,Jason Aaron | Mike Deodato Jr.,,0
Original Sin,Regular Julian Totino Tedesco Cover,4A,1,Original Sin,Marvel Comics,2014-07-16,Jason Aaron | Mike Deodato Jr.,,0
"Original Sin - Thor & Loki: The Tenth Realm, Part Two",Regular Dale Keown Cover,5.2A,1,Original Sin,Marvel Comics,2014-09-01,Jason Aaron | Al Ewing | Simone Bianchi,,0
Original Sin - Thor & Loki: The Tenth Realm,N/A,5.3,1,Original Sin,Marvel Comics,2014-08-16,Jason Aaron | Al Ewing | Simone Bianchi,,0
Original Sin - Thor & Loki: The Tenth Realm,N/A,5.4,1,Original Sin,Marvel Comics,2014-09-01,Jason Aaron | Al Ewing | Simone Bianchi,,0
"Original Sin - Thor & Loki: The Tenth Realm, Part Five",N/A,5.5,1,Original Sin,Marvel Comics,2014-10-18,Jason Aaron | Al Ewing | Simone Bianchi,,0
Original Sin - The Secret History of Colonel Nicholas J. Fury,Regular Julian Totino Tedesco Cover,5A,1,Original Sin,Marvel Comics,2014-07-16,Jason Aaron | Mike Deodato Jr.,,0
Original Sin,Regular Julian Totino Tedesco Cover,6A,1,Original Sin,Marvel Comics,2014-07-20,Jason Aaron | Mike Deodato Jr.,,0
Original Sin,Regular Julian Totino Tedesco Cover,7A,1,Original Sin,Marvel Comics,2014-09-01,Jason Aaron | Mike Deodato Jr.,,0
Original Sin - The One Who Watches,Regular Julian Totino Tedesco Cover,8A,1,Original Sin,Marvel Comics,2014-10-04,Jason Aaron | Mike Deodato Jr.,,0
"Original Sin - Thor & Loki: The Tenth Realm, The Tenth Realm",Regular Dale Keown Cover,5.1A,1,Original Sin #3.1,Marvel Comics,2014-07-20,Jason Aaron | Al Ewing | Simone Bianchi,,0
"Original Sin - Black Knight/ Young Avengers/Howard The Duck, Black Legacy / Hidden In Plain Sight / Before Your Eyes",N/A,2,1,Original Sins (Marvel),Marvel Comics,2014-07-16,Frank Tieri | Ty Templeton | Ryan North,,0
Original Sin - Lineage / Young Avengers: Hidden In Plain Sight / Bury The Lead,N/A,3,1,Original Sins (Marvel),Marvel Comics,2014-08-16,Dan Slott | Ryan North | Charles Soule,,0
Original Sin,N/A,4,1,Original Sins (Marvel),Marvel Comics,2014-08-16,Ryan North | James Robinson | David Abadia,,0
Original Sin - How the World Works / Hidden in Plain Sight / The No-Sin Situation,N/A,5,1,Original Sins (Marvel),Marvel Comics,2014-09-01,Chip Zdarsky | Ryan North | Al Ewing,,0
Original Sin - Deathlok/Young Avengers/Lockjaw,N/A,1,1,Original Sins 2014,Marvel Comics,2014-06-14,Stuart Moore | Ryan North | Nathan Edmondson,,0
A Darkness Surrounds Him,Paul Azaceta Regular Cover,1A,1,Outcast by Kirkman & Azaceta,Image Comics,2014-07-20,Robert Kirkman | Paul Azaceta,,0
N/A,N/A,2,1,Outcast by Kirkman & Azaceta,Image Comics,2014-09-01,Robert Kirkman | Paul Azaceta,,0
N/A,N/A,3,1,Outcast by Kirkman & Azaceta,Image Comics,2014-09-01,Robert Kirkman | Paul Azaceta,,0
To Light Our Way,N/A,4,1,Outcast by Kirkman & Azaceta,Image Comics,2014-10-18,Robert Kirkman | Paul Azaceta,,0
A Wrath Unseen,N/A,5A,1,Outcast by Kirkman & Azaceta,Image Comics,2015-08-08,Robert Kirkman | Paul Azaceta,,0
Receive Your Mark,N/A,6A,1,Outcast by Kirkman & Azaceta,Image Comics,2015-08-08,Robert Kirkman | Paul Azaceta,,0
The Road Before Us,N/A,7,1,Outcast by Kirkman & Azaceta,Image Comics,2015-08-08,Robert Kirkman | Paul Azaceta,,0
A Vast and Unending Ruin,N/A,8,1,Outcast by Kirkman & Azaceta,Image Comics,2015-08-08,Robert Kirkman | Paul Azaceta,,0
What Lurks Within,N/A,9,1,Outcast by Kirkman & Azaceta,Image Comics,2015-08-08,Robert Kirkman | Paul Azaceta,,0
Issue 10: A Weakness Exposed,N/A,10A,1,Outcast by Kirkman & Azaceta,Image Comics,2015-07-10,Robert Kirkman | Paul Azaceta,,0
N/A,N/A,11,1,Outcast by Kirkman & Azaceta,Image Comics,2015-08-21,Robert Kirkman | Paul Azaceta,,0
Close to Home,N/A,12,1,Outcast by Kirkman & Azaceta,Image Comics,2016-02-21,Robert Kirkman | Paul Azaceta,,0
This Little Light,N/A,13,1,Outcast by Kirkman & Azaceta,Image Comics,2016-02-21,Robert Kirkman | Paul Azaceta,,0
N/A,N/A,14,1,Outcast by Kirkman & Azaceta,Image Comics,2016-02-21,Robert Kirkman | Paul Azaceta,,0
N/A,N/A,15,1,Outcast by Kirkman & Azaceta,Image Comics,2016-02-21,Robert Kirkman | Paul Azaceta,,0
N/A,N/A,16,1,Outcast by Kirkman & Azaceta,Image Comics,2016-03-19,Robert Kirkman | Paul Azaceta,,0
N/A,N/A,17,1,Outcast by Kirkman & Azaceta,Image Comics,2016-04-09,Robert Kirkman | Paul Azaceta,,0
N/A,Variant Tony Daniel Wraparound Cover,1D,1,Outlawed,Marvel Comics,2020-08-08,Eve Ewing | Kim Jacinto,,0
"Zero Hour - Final Blood, Part 2",N/A,11,2,Outsiders,DC Comics,2014-02-23,Mike W. Barr | Paul Pelletier | Robert Campanella,,0
Mayhem In Munchkinland!,N/A,1,1,Oz,Caliber Press,2014-02-23,Stuart Kerr | Bill Bryan,,0
N/A,N/A,HC,1,Pacific Rim: Tales From Year Zero,Marvel Comics,2014-02-23,Travis Beacham | Sean Chen | Yvel Guichet,,0
"Nowhere To Run, Nowhere To Hide",N/A,1,1,The Pact,Image Comics,2014-02-23,Len Senecal | Jim Valentino | Walter McDaniel,,0
Welcome To The Big Leagues,N/A,2,1,The Pact,Image Comics,2014-02-23,Len Senecal | Jim Valentino | Walter McDaniel,,0
She's No Lady -- She's Atrocity,N/A,3,1,The Pact,Image Comics,2014-02-23,Len Senecal | Jason Gorder,,0
N/A,Regular Brittney Williams Cover,1A,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2016-02-21,Kate Leth | Brittney L. Williams,,0
N/A,Regular Brittney Williams Cover,2A,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2016-02-21,Kate Leth | Brittney L. Williams,,0
N/A,Regular Brittney L Williams Cover,3A,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2016-04-09,Kate Leth | Brittney L. Williams,,0
N/A,N/A,4A,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2016-04-09,Kate Leth | Brittney L. Williams,,0
N/A,N/A,5,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2016-05-19,Kate Leth | Brittney L. Williams,,0
N/A,N/A,6,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2016-06-03,Kate Leth | Natasha Allegri,,0
N/A,N/A,8,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-01-11,Kate Leth | Brittney L. Williams,,0
N/A,N/A,9,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-01-11,Kate Leth | Brittney L. Williams,,0
N/A,N/A,10A,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-01-11,Kate Leth | Brittney L. Williams,,0
N/A,Regular Brittney L. Williams Cover,11A,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-02-24,Kate Leth | Brittney L. Williams,,0
N/A,N/A,12,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-02-24,Kate Leth | Brittney L. Williams,,0
N/A,N/A,13,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-02-25,Kate Leth | Brittney L. Williams,,0
N/A,N/A,14,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-02-25,Kate Leth | Brittney L. Williams,,0
N/A,N/A,15,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-05-28,Kate Leth | Brittney Williams,,0
N/A,N/A,16,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2017-06-09,Kate Leth | Brittney L. Williams,,0
The End Of All Things,N/A,17,1,"Patsy Walker, A.K.A. Hellcat!",Marvel Comics,2019-08-24,Kate Leth | Brittney L. Williams,,0
Boiler Men: Boiler Menace!,N/A,1,1,Paul the Samurai,New England Comics Press (NECP),2014-02-23,Ben Edlund | Dave Garcia,,0
Revolt!,N/A,2,1,Paul the Samurai,New England Comics Press (NECP),2014-02-23,Monica Sharp | Dave Garcia | Ben Edlund,,0
N/A,N/A,1B,1,Pennyworth,DC Comics,2021-08-20,N/A,,0
N/A,N/A,2,1,Pennyworth,DC Comics,2021-09-17,Scott Bryan Wilson | Juan Gedeon,,0
N/A,N/A,4,1,Pennyworth,DC Comics,2021-11-12,Scott Bryan Wilson | Juan Gedeon,,0
N/A,Regular Adam Kubert Cover,1A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2017-07-09,Chip Zdarsky | Goran Parlov | Adam Kubert,,0
N/A,Regular Adam Kubert Cover,2A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2017-08-06,Chip Zdarsky | Adam Kubert,,0
N/A,Regular Adam Kubert Cover,3A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2017-11-05,Chip Zdarsky | Adam Kubert,,0
"Most Wanted, Part 1: Find a Way",Regular Adam Kubert Cover,297A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2021-01-12,Chip Zdarsky | Adam Kubert | Juan M. Frigeri,,0
Showdown / The Canary,Regular Marcos Martin Cover,300A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2021-01-12,Chip Zdarsky | Adam Kubert | Gordon 'Goran' Parlov,,0
"Amazing Fantasy, Part 2",N/A,302,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2021-01-12,"Chip Zdarsky | Joseph 'Joe' Quinones, Jr. | Joe Rivera",,0
"Amazing Fantasy, Part 3",Regular Joe Quinones Cover,303A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2021-01-12,"Chip Zdarsky | Joseph 'Joe' Quinones, Jr. | Paolo Rivera",,0
"No More, Part 1",N/A,304,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2021-01-12,Chip Zdarsky | Adam Kubert,,0
"No More, Part 2",N/A,305,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2021-01-12,Chip Zdarsky | Adam Kubert,,0
"Coming Home, Part 1",N/A,306,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2021-01-12,Chip Zdarsky | Adam Kubert | Juan M. Frigeri,,0
N/A,N/A,309,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2019-01-19,Chip Zdarsky | Chris Bachalo | Wayne Faucher,,0
N/A,Regular Adam Kubert Cover,310A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2019-01-19,Chip Zdarsky,,0
Spider-Geddon,N/A,311,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2019-01-19,Sean Ryan | Juan Frigeri,,0
Spider-Geddon,Regular Jeff Dekal Cover,313A,1,Peter Parker: The Spectacular Spider-Man,Marvel Comics,2019-01-19,Sean Ryan | Juan Frigeri,,0
N/A,Regular Mike Allred Cover,1A,1,Peter Parker: The Spectacular Spider-Man Annual,Marvel Comics,2021-01-12,Chip Zdarsky | Mike Drucker | Chris Bachalo,,0
And Now--Phantom Force,N/A,1,1,Phantom Force,Image Comics,2014-02-23,Jack Kirby | Rob Liefeld | Danny Miki,,0
Plan B!,N/A,2,1,Phantom Force,Image Comics,2014-02-23,Mike Thibodeaux | Jack Kirby | Chris Ivy,,0
A Stranger Amoung Us,N/A,0A,4,Phantom Stranger,DC Comics,2014-02-23,Dan DiDio | Brent E. Anderson | Scott Hanna,,0
When You're A Stranger,Brent Anderson Regular Cover,1A,4,Phantom Stranger,DC Comics,2014-02-23,Dan DiDio | Brent E. Anderson | Philip Tan,,0
Visitations,Brent Anderson Regular Cover,2A,4,Phantom Stranger,DC Comics,2014-02-23,Dan DiDio | Brent E. Anderson | Philip Tan,,0
Family Matters,Brent Anderson Regular Cover,3A,4,Phantom Stranger,DC Comics,2014-02-23,Dan DiDio | Brent E. Anderson | Philip Tan,,0
Abduction,Jae Lee Regular Cover,4A,4,Phantom Stranger,DC Comics,2014-02-23,Brent E. Anderson | Philip Tan | Rob Hunter,,0
Noble Vengeance,N/A,5A,4,Phantom Stranger,DC Comics,2014-02-23,Brent E. Anderson | Philip Tan | Rob Hunter,,0
Lucky Devil,N/A,6,4,Phantom Stranger,DC Comics,2014-02-23,Gene Ha | Dan Davis,,0
Breach Of Faith,N/A,7,4,Phantom Stranger,DC Comics,2014-02-23,Gene Ha | Andrew Pepoy,,0
Sins,N/A,8,4,Phantom Stranger,DC Comics,2014-02-23,Philip Tan | Jason Paz,,0
Burning Bright,N/A,9,4,Phantom Stranger,DC Comics,2014-02-23,J.M. DeMatteis | Fernando Blanco,,0
Paradise Found,N/A,10,4,Phantom Stranger,DC Comics,2014-02-23,J.M. DeMatteis | Fernando Blanco,,0
Trinity War - A Foolish Man,N/A,11,4,Phantom Stranger,DC Comics,2014-02-23,J.M. DeMatteis | Fernando Blanco,,0
"Forever Evil - Forever Evil: Blight, Part Three: Sins!",N/A,14,4,Phantom Stranger,DC Comics,2014-05-14,J.M. DeMatteis | Fernando Blanco,,0
"Forever Evil - Forever Evil: Blight, Part Seven: Seize the Fire!",N/A,15,4,Phantom Stranger,DC Comics,2014-05-14,J.M. DeMatteis | Fernando Blanco | Miguel Sepulveda,,0
"Forever Evil - Forever Evil: Blight, Part Eleven: the Price We Pay",N/A,16,4,Phantom Stranger,DC Comics,2014-05-14,J.M. DeMatteis | Fernando Blanco,,0
"Forever Evil - Forever Evil: Blight, Part Fifteen: The Gamble",N/A,17,4,Phantom Stranger,DC Comics,2014-05-14,J.M. DeMatteis | Fernando Blanco | Diego Olmos,,0
"Fallen, Part One",N/A,21,4,Phantom Stranger,DC Comics,2015-12-13,J.M. DeMatteis | Fernando Blanco | Cliff Richards,,0
"Phoenix Resurrection: The Return Of Jean Grey, Part One",Regular Leinil Francis Yu 3D Lenticular Cover,1A,1,Phoenix: Resurrection - The Return of Jean Grey,Marvel Comics,2019-07-25,Matthew Rosenberg | Leinil Francis Yu | Gerry Alanguilan,,0
N/A,Second Printing,1AJ,1,Phoenix: Resurrection - The Return of Jean Grey,Marvel Comics,2019-07-25,Matthew Rosenberg | Leinil Francis Yu | Gerry Alanguilan,,0
"Phoenix Resurrection: The Return Of Jean Grey, Part Two",Regular Leinil Francis Yu Cover,2A,1,Phoenix: Resurrection - The Return of Jean Grey,Marvel Comics,2019-07-25,Matthew Rosenberg | Carlos Pacheco | Rafael Fonteriz,,0
"Phoenix Resurrection: The Return Of Jean Grey, Part Three",Regular Leinil Francis Yu Cover,3A,1,Phoenix: Resurrection - The Return of Jean Grey,Marvel Comics,2019-07-25,Matthew Rosenberg | Joe Bennett | Lorenzo Ruggiero,,0
"Phoenix Resurrection: The Return Of Jean Grey, Part Four",Regular Leinil Francis Yu Cover,4A,1,Phoenix: Resurrection - The Return of Jean Grey,Marvel Comics,2019-07-25,Matthew Rosenberg | Ramon Rosanas,,0
"Phoenix Resurrection: The Return Of Jean Grey, Part 5",Variant In-Hyuk Lee Jean Grey Cover,5B,1,Phoenix: Resurrection - The Return of Jean Grey,Marvel Comics,2019-07-25,Matthew Rosenberg,,0
The Fate Of The Phoenix!,N/A,1,1,Phoenix: The Untold Story,Marvel Comics,2014-02-23,Chris Claremont | John Byrne | Terry Austin,,0
"""The Pitt""",N/A,1,1,The Pitt,Marvel Comics,2014-02-23,Mark Gruenwald | Chris Ivy | Sal Buscema,,0
Fight & Flight!,N/A,1,1,Pitt,Image Comics,2014-02-23,Brian Hotton | Jim Somerville | Sam Kieth,,0
Dead Or Alive,N/A,2,1,Pitt,Image Comics,2014-02-23,Dale Keown | Scott Williams | Joe Rubinstein,,0
Daddy Dearest,N/A,4,1,Pitt,Image Comics,2014-02-23,Dale Keown | Brian Hotton,,0
Outer World: Trial By Fire,N/A,5,1,Pitt,Image Comics,2014-02-23,Dale Keown,,0
N/A,N/A,6,1,Pitt,Image Comics,2014-02-23,Dale Keown,,0
N/A,N/A,7,1,Pitt,Image Comics,2014-02-23,Dale Keown,,0
N/A,N/A,8,1,Pitt,Image Comics,2014-02-23,Dale Keown,,0
N/A,N/A,9,1,Pitt,Image Comics,2014-02-23,Dale Keown | Billy Tan | Mark Farmer,,0
N/A,N/A,10,1,Pitt,Full Bleed Studios,2014-02-23,Dale Keown | Steve Gerber | Dan Panosian,,0
N/A,N/A,11,1,Pitt,Full Bleed Studios,2014-02-23,Dale Keown | Dan Panosian,,0
Movie Adaptation,N/A,N/A,1,Plan 9 from outer Space,Malibu Comics,2014-02-23,John Wooley | Stan Timmons | Bruce McCorkindale,,0
Secret Wars - Part One,Regular Cover - Michael Del Mundo,1A,1,Planet Hulk,Marvel Comics,2015-07-10,Gregory Pak | Sam Humphries | Marc Laming,,0
Secret Wars - Part Two: The Path,Regular Cover,2A,1,Planet Hulk,Marvel Comics,2015-08-22,Sam Humphries | Marc Laming,,0
Part Three,Michael Del Mundo Cover,3A,1,Planet Hulk,Marvel Comics,2015-08-22,Sam Humphries | Marc Laming,,0
Part Four,Michael del Mundo Regular Cover,4A,1,Planet Hulk,Marvel Comics,2015-08-22,Sam Humphries | Marc Laming,,0
Part Five,N/A,5A,1,Planet Hulk,Marvel Comics,2015-09-12,Sam Humphries | Marc Laming,,0
"Planet Skaar, Prologue",N/A,1A,1,Planet Skaar Prologue,Marvel Comics,2014-02-23,Gregory Pak | Dan Panosian,,0
N/A,Variant Terry Dodson Cover,1D,1,Planet-Size X-Men,Marvel Comics,2021-06-26,Gerry Duggan | Pepe Larraz,,0
Memory Cloud,N/A,12,1,Planetary,DC Comics,2014-02-23,Warren Ellis | John Cassaday,,0
Century,N/A,13,1,Planetary,DC Comics,2014-02-23,Warren Ellis | John Cassaday,,0
Zero Point,N/A,14,1,Planetary,DC Comics,2014-02-23,Warren Ellis | John Cassaday,,0
Creation Songs,N/A,15,1,Planetary,DC Comics,2014-02-23,Warren Ellis | John Cassaday,,0
N/A,Jeremy Wilson Cover,1A,1,Plunge,DC Comics,2020-06-19,Joe Hill | Stuart Immonen,,0
"Sea Dogs, Chapter Nineteen",Gary Frank & Brad Anderson Variant Cover,2B,1,Plunge,DC Comics,2020-06-19,Joe Hill | Stuart Immonen,,0
"Sea Dogs, Chapter Twenty-Four",Jeremy Wilson Cover,3A,1,Plunge,DC Comics,2020-08-08,Joe Hill | Stuart Immonen,,0
N/A,Jeremy Wilson Cover,4A,1,Plunge,DC Comics,2020-08-08,Joe Hill | Stuart Immonen,,0
N/A,Regular Jeremy Wilson Cover,5A,1,Plunge,DC Comics,2020-08-09,Joe Hill | Stuart Immonen,,0
N/A,Variant Gary Frank Cover,6B,1,Plunge,DC Comics,2020-12-04,Joe Hill | Stuart Immonen,,0
"Black Squadron, Book I, Part II",Regular Phil Noto Cover,2A,1,Poe Dameron,Marvel Comics,2016-05-19,Charles Soule | Phil Noto,,0
Black Squadron,Regular Phil Noto Cover,3A,1,Poe Dameron,Marvel Comics,2016-06-09,Charles Soule | Phil Noto,,0
Annual,Regular Dan Mora Cover,1A,1,Poe Dameron Annual,Marvel Comics,2017-11-05,Robbie Thompson | Nik Virella,,0
Annual,Regular Dan Mora Cover,1A,1,Poe Dameron Annual,Marvel Comics,2017-11-05,Robbie Thompson | Nik Virella,,0
N/A,Regular Rod Reis Cover,2A,1,Poe Dameron Annual,Marvel Comics,2019-01-19,Jody Houser | Andrea Broccardo,,0
N/A,N/A,2,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,4,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,5,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
Samhain 1515,N/A,6,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Two, One: Vivisection",N/A,7,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Two, Two: Amrahly'nn Psycho",N/A,8,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Two, Three: Faster, Lusiphur! Kill! Kill!",N/A,9,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Two, Four: Sex & Violence",N/A,10,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Two, Five: Ascending Notorious",N/A,11,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Two, Six: Night Of The Marauder",N/A,12,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Three, One: Guild War",N/A,13,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Three, Two: Anger",N/A,14,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
Three: Death,N/A,15,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
Four: Inquisition,N/A,16,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
Bloodhounds,N/A,17,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
Six: Revelation,N/A,18,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,19,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
Santuary: Book Four: Strange Days,N/A,20,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,21,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Four, Three: The Trouble Today With Women",N/A,22,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Four, Four: E'jja",N/A,23,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Four, Five: Walking Spanish Down The Hall",N/A,24,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Sanctuary: Book Five, One: Your Funeral, My Trial",N/A,25,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,26,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,27,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,28,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,29,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,30,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
N/A,N/A,31,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
Laws,N/A,32,2,Poison Elves,Sirius,2014-02-23,Drew Hayes,,0
"Pikachu, I See You",N/A,1,1,Pokémon The Electric Tale of Pikachu,Viz Comics,2014-02-23,Toshihiro Ono,,0
Clefairy Tale,N/A,2,1,Pokémon The Electric Tale of Pikachu,Viz Comics,2014-02-23,Toshihiro Ono,,0
